"","id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
"1891",1891,"SanDisk 128GB Ultra microSDXC card","FEIYOLD Blue light Blocking Glasses","SanDisk 128GB microSDXC card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",1892,"VIVO Dual LCD Monitor Desk mount","Moread HDMI to VGA Adapter","Stylus Pen for iPad","HP 62XL Tri-Color ink","Syntech USB C to USB Adapter","USB 2.0 Printer cable","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1893,"Nylon Braided Lightning to USB cable","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","HP ENVY 5055 printer","HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",1894,"HP 61 ink","SanDisk 128GB Ultra microSDXC card","Logitech M510 Wireless mouse","Nylon Braided Lightning to USB cable","Anker USB C to HDMI Adapter","SanDisk Ultra 64GB card","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","Apple Pencil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1895,"HP 62XL Tri-Color ink","SanDisk Ultra 128GB card","TopMate C5 Laptop Cooler pad","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",1896,"Apple Lightning to Digital AV Adapter","VicTsing Wireless mouse","Dust-Off Compressed Gas 2 pack","Syntech USB C to USB Adapter","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",1897,"VicTsing Wireless mouse","Dust-Off Compressed Gas 2 pack","10ft iPHone Charger Cable 2 Pack","Apple Pencil","iPhone 12 Pro case","YUNSONG 3pack 6ft Nylon Lightning Cable","SanDisk 128GB microSDXC card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1898,"SAMSUNG EVO 32GB card","SanDisk Ultra 64GB card","iPhone SE case","VIVO Dual LCD Monitor Desk mount","Screen Mom Screen Cleaner kit","Stylus Pen for iPad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",1899,"Apple Lightning to Digital AV Adapter","Logitech M510 Wireless mouse","Nylon Braided Lightning to USB cable","Anker USB C to HDMI Adapter","Apple Lightning to USB cable","DisplayPort ot HDMI adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",1900,"USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",1901,"HP 902XL ink","USB 2.0 Printer cable","HOVAMP Mfi 6pack Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",1902,"Syntech USB C to USB Adapter","iFixit Pro Tech Toolkit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1903,"VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","Syntech USB C to USB Adapter","Apple Lightning to USB cable","Premium Nylon USB Cable","Mfi-Certified Lightning to USB A Cable","Cleaning Gel Universal Dust Cleaner","Stylus Pen for iPad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",1904,"SanDisk Ultra 64GB card","Dust-Off Compressed Gas 2 pack","Screen Mom Screen Cleaner kit","HP 61 2 pack ink","HP 61 ink","USB 2.0 Printer cable","HP 63XL Ink","RUNMUS Gaming Headset","YUNSONG 3pack 6ft Nylon Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1905,"FEIYOLD Blue light Blocking Glasses","Syntech USB C to USB Adapter","Mfi-Certified Lightning to USB A Cable","USB 2.0 Printer cable","HOVAMP Mfi 6pack Lightning Cable","seenda Wireless mouse","SanDisk 128GB microSDXC card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906",1906,"Dust-Off Compressed Gas 2 pack","HP 62XL ink","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",1907,"Dust-Off Compressed Gas 2 pack","FEIYOLD Blue light Blocking Glasses","Sabrent 4-port USB 3.0 hub","Stylus Pen for iPad","CicTsing MM057 2.4G Wireless Mouse","USB 2.0 Printer cable","HP 61 Tri-color ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908",1908,"VIVO Dual LCD Monitor Desk mount","FEIYOLD Blue light Blocking Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",1909,"SAMSUNG EVO 32GB card","SanDisk Ultra 64GB card","HP 63 Ink","3A USB Type C Cable 3 pack 6FT","FEEL2NICE 5 pack 10ft Lighning cable","HP ENVY 5055 printer","HP 61 ink","SanDisk Ultra 128GB card","SanDisk 128GB microSDXC card","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910",1910,"Anker USB C to HDMI Adapter","iPhone SE case","Dust-Off Compressed Gas 2 pack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",1911,"HP 63XL Ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",1912,"VIVO Dual LCD Monitor Desk mount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913",1913,"Dust-Off Compressed Gas 2 pack","10ft iPHone Charger Cable 2 Pack","Screen Mom Screen Cleaner kit","FEIYOLD Blue light Blocking Glasses","USB C to USB Male Adapter","USB 2.0 Printer cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",1914,"Syntech USB C to USB Adapter","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",1915,"Apple Lightning to Digital AV Adapter","HP 62XL Tri-Color ink","Mpow HC6 USB Headset","Mfi-Certified Lightning to USB A Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",1916,"Apple Lightning to Digital AV Adapter","SAMSUNG EVO 64GB card","Sabrent 4-port USB 3.0 hub","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",1917,"Logitech MK345 Wireless combo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",1918,"HP 65 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",1919,"SAMSUNG EVO 32GB card","VicTsing Wireless mouse","AutoFocus 1080p Webcam","Screen Mom Screen Cleaner kit","HP 62XL ink","HP 62XL Tri-Color ink","HP 902XL ink","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",1920,"Cat8 Ethernet Cable","Apple Lightning to Digital AV Adapter","Nylon Braided Lightning to USB cable","Dust-Off Compressed Gas 2 pack","SanDisk Extreme 256GB card","USB Type C Cable","HP 61 Tri-color ink","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",1921,"HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1922,"VIVO Dual LCD Monitor Desk mount","HyperX Cloud Stinger Headset","Premium Nylon USB Cable","USB Type C to USB-A Charger cable","NETGEAR CM500 Cable Modem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1923,"SAMSUNG EVO 64GB card","Apple Pencil","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",1924,"Cat8 Ethernet Cable","Apple Lightning to Digital AV Adapter","HP 62XL ink","USB 2.0 Printer cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",1925,"Dust-Off Compressed Gas 2 pack","10ft iPHone Charger Cable 2 Pack","TP-Link AC1750 Smart WiFi Router","Moread HDMI to VGA Adapter","Cleaning Gel Universal Dust Cleaner","HOVAMP Mfi 6pack Lightning Cable","SanDisk Extreme 32GB 2pack card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",1926,"Cat8 Ethernet Cable","HP 61 ink","HP 62XL Tri-Color ink","HP 952 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",1927,"SanDisk Ultra 64GB card","HP 61 ink","HP 63XL Ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",1928,"USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",1929,"HP 61 ink","Screen Mom Screen Cleaner kit","FEIYOLD Blue light Blocking Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",1930,"iPhone Charger Cable Anker 6ft","HP 61 ink","USB Type C Cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931",1931,"HP 61 Tri-color ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",1932,"Anker 2-in-1 USB Card Reader","SanDisk Ultra 64GB card","Dust-Off Compressed Gas 2 pack","FEIYOLD Blue light Blocking Glasses","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",1933,"VIVO Dual LCD Monitor Desk mount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",1934,"Screen Mom Screen Cleaner kit","Apple Pencil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",1935,"Nylon Braided Lightning to USB cable","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","SanDisk Ultra 128GB card","Cleaning Gel Universal Dust Cleaner","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",1936,"Dust-Off Compressed Gas 2 pack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",1937,"10ft iPHone Charger Cable 2 Pack","USB Type C to USB-A Charger cable","HOVAMP Mfi 6pack Lightning Cable","Vsco 70 pack stickers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",1938,"Dust-Off Compressed Gas 2 pack","HP 61 ink","HP 62XL ink","USB Type C Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",1939,"HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940",1940,"USB 2.0 Printer cable","Stylus Pen for iPad","RUNMUS Gaming Headset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941",1941,"Apple Lightning to Digital AV Adapter","Jelly Comb 2.4G Slim Wireless mouse","Logitech M510 Wireless mouse","VIVO Dual LCD Monitor Desk mount","HP 61 ink","HP 62XL ink","UNEN Mfi Certified 5-pack Lightning Cable","Stylus Pen for iPad","Apple Pencil","HP 62XL Tri-Color ink","Premium Nylon USB Cable","USB 2.0 Printer cable","Vsco 70 pack stickers",NA,NA,NA,NA,NA,NA,NA
"1942",1942,"HP 952 ink","SanDisk Ultra 128GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",1943,"VicTsing Wireless mouse","Dust-Off Compressed Gas 2 pack","FEIYOLD Blue light Blocking Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",1944,"iPhone SE case","Screen Mom Screen Cleaner kit","3A USB Type C Cable 3 pack 6FT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",1945,"SAMSUNG EVO 32GB card","iPhone Charger Cable Anker 6ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946",1946,"Anker USB C to HDMI Adapter","Screen Mom Screen Cleaner kit","HP 63 Ink","3A USB Type C Cable 3 pack 6FT","Stylus Pen for iPad","Leader Desk Pad Protector","TONOR USB Gaming Microphone","SanDisk 128GB microSDXC card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947",1947,"SAMSUNG EVO 32GB card","SanDisk 128GB Ultra microSDXC card","SanDisk Ultra 64GB card","10ft iPHone Charger Cable 2 Pack","HP 63 Ink","USB 2.0 Printer cable","USB Type C to USB-A Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",1948,"Logitech M510 Wireless mouse","Anker USB C to HDMI Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949",1949,"Screen Mom Screen Cleaner kit","Syntech USB C to USB Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",1950,"Cat8 Ethernet Cable","VIVO Dual LCD Monitor Desk mount","Screen Mom Screen Cleaner kit","Moread HDMI to VGA Adapter","HP 62XL ink","Apple Pencil","Mfi-Certified Lightning to USB A Cable","USB 2.0 Printer cable","USB Type C to USB-A Charger cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",1951,"Cat8 Ethernet Cable","Jelly Comb 2.4G Slim Wireless mouse","Anker USB C to HDMI Adapter","Stylus Pen for iPad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",1952,"HP 62XL Tri-Color ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",1953,"SanDisk Ultra 64GB card","AutoFocus 1080p Webcam","VIVO Dual LCD Monitor Desk mount","Screen Mom Screen Cleaner kit","Logitech MK345 Wireless combo","HOVAMP Mfi 6pack Lightning Cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",1954,"seenda Wireless mouse","SanDisk 128GB microSDXC card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",1955,"Screen Mom Screen Cleaner kit","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",1956,"Apple Lightning to Digital AV Adapter","Anker USB C to HDMI Adapter","VIVO Dual LCD Monitor Desk mount","Screen Mom Screen Cleaner kit","HP ENVY 5055 printer","SanDisk Ultra 128GB card","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",1957,"HP 64 ink","RUNMUS Gaming Headset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",1958,"HP 62XL Tri-Color ink","Syntech USB C to USB Adapter","SanDisk Extreme Pro 128GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",1959,"Logitech M510 Wireless mouse","Nylon Braided Lightning to USB cable","Dust-Off Compressed Gas 2 pack","TP-Link AC1750 Smart WiFi Router","Moread HDMI to VGA Adapter","USB 2.0 Printer cable","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",1960,"Falcon Dust Off Compressed Gas","M.2 Screw kit","HyperX Cloud Stinger Headset","RUNMUS Gaming Headset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",1961,"Moread HDMI to VGA Adapter","SAMSUNG 128GB card","Apple Pencil","Falcon Dust Off Compressed Gas","USB Type C Cable","Vsco 70 pack stickers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",1962,"10ft iPHone Charger Cable 2 Pack","FEIYOLD Blue light Blocking Glasses","Vsco 70 pack stickers","Microsot Surface Dock 2","Apple USB-C Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",1963,"M.2 Screw kit","SanDisk Ultra 256GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",1964,"HP 62XL ink","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",1965,"Brother Genuine High Yield Toner Cartridge","YUNSONG 3pack 6ft Nylon Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",1966,"HP 61 ink","USB 2.0 Printer cable","HP 63XL Ink","SanDisk Extreme 32GB 2pack card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",1967,"USB 2.0 Printer cable","Micro Center 32GB Memory card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",1968,"Anker USB C to HDMI Adapter","VIVO Dual LCD Monitor Desk mount","FEIYOLD Blue light Blocking Glasses","HP 952 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",1969,"Dust-Off Compressed Gas 2 pack","TP-Link AC1750 Smart WiFi Router","Screen Mom Screen Cleaner kit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",1970,"HOVAMP Mfi 6pack Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",1971,"Apple Lightning to Digital AV Adapter","VIVO Dual LCD Monitor Desk mount","HP 65 ink","USB C to USB Male Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",1972,"Moread HDMI to VGA Adapter","Apple Pencil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",1973,"M.2 Screw kit","10ft iPHone Charger Cable","Logitech MK345 Wireless combo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",1974,"HP 61 ink","HP 63 Ink","USB Type C Cable","SanDisk Ultra 128GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",1975,"Moread HDMI to VGA Adapter","HOVAMP Mfi 6pack Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",1976,"Cat8 Ethernet Cable","Nylon Braided Lightning to USB cable","HP 65 ink","Apple Pencil","HP 62XL Tri-Color ink","XPOWER A-2 Air Pump blower","Microsot Surface Dock 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",1977,"Brother Genuine High Yield Toner Cartridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",1978,"Apple Lightning to Digital AV Adapter","Logitech M510 Wireless mouse","Anker USB C to HDMI Adapter","Dust-Off Compressed Gas 2 pack","10ft iPHone Charger Cable 2 Pack","Stylus Pen for iPad","Premium Nylon USB Cable","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",1979,"HP 61 ink","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","Falcon Dust Off Compressed Gas","YUNSONG 3pack 6ft Nylon Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",1980,"Screen Mom Screen Cleaner kit","HP 63XL Ink","HP952XL ink","HP 61 Tri-color ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",1981,"Dust-Off Compressed Gas 2 pack","Screen Mom Screen Cleaner kit","HP 952 ink","HP 61 ink","HP 63XL Ink","Logitech MK345 Wireless combo","RUNMUS Gaming Headset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",1982,"Screen Mom Screen Cleaner kit","HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",1983,"FEIYOLD Blue light Blocking Glasses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",1984,"Dust-Off Compressed Gas 2 pack","Screen Mom Screen Cleaner kit","HP 62XL ink","Apple Pencil","HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",1985,"Dust-Off Compressed Gas 2 pack","HyperX Cloud Stinger Headset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",1986,"Logitech M510 Wireless mouse","Apple Lightning to USB cable","SanDisk Extreme Pro 128GB card","Premium Nylon USB Cable","Falcon Dust Off Compressed Gas","DisplayPort ot HDMI adapter","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",1987,"SAMSUNG EVO 32GB card","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","Mfi-Certified Lightning to USB A Cable","Apple USB-C Charger cable","Micro Center 32GB Memory card","Vsco 70 pack stickers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",1988,"Moread HDMI to VGA Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",1989,"SanDisk 32GB Ultra SDHC card","YUNSONG 3pack 6ft Nylon Lightning Cable","ARRIS SURFboard SB8200 Cable Modem","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",1990,"SanDisk 128GB Ultra microSDXC card","Dust-Off Compressed Gas 2 pack","3A USB Type C Cable 3 pack 6FT","HP 902XL ink","Vsco 70 pack stickers","seenda Wireless mouse","SanDisk Extreme 32GB 2pack card","iPhone 12 Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",1991,"VIVO Dual LCD Monitor Desk mount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",1992,"Dust-Off Compressed Gas 2 pack","Screen Mom Screen Cleaner kit","Apple Pencil","HP 61 ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",1993,"Cat8 Ethernet Cable","Logitech M510 Wireless mouse","Nylon Braided Lightning to USB cable","VIVO Dual LCD Monitor Desk mount","Dust-Off Compressed Gas 2 pack","HP 64 Tri-Color ink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",1994,"Screen Mom Screen Cleaner kit","Apple Pencil","Syntech USB C to USB Adapter","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",1995,"USB Type C to USB-A Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",1996,"USB Type C to USB-A Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",1997,"VIVO Dual LCD Monitor Desk mount","Screen Mom Screen Cleaner kit","FEIYOLD Blue light Blocking Glasses","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",1998,"Cat8 Ethernet Cable","Apple Lightning to Digital AV Adapter","VIVO Dual LCD Monitor Desk mount","HP 62XL Tri-Color ink","Apple Lightning to USB cable","HP 61 ink","Vsco 70 pack stickers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",1999,"USB Type C to USB-A Charger cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",2000,"SAMSUNG EVO 32GB card","AutoFocus 1080p Webcam","VIVO Dual LCD Monitor Desk mount","SanDisk Ultra 400GB card","SAMSUNG 256 GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",2001,"Stylus Pen for iPad","Micro Center 32GB Memory card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",2002,"Logitech M510 Wireless mouse","Nylon Braided Lightning to USB cable","SanDisk Ultra 128GB card",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",2003,"HP 63 Tri-color ink","Apple Pencil","HP 62XL Tri-Color ink","USB 2.0 Printer cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004",2004,"Dust-Off Compressed Gas 2 pack","Moread HDMI to VGA Adapter","HP 61 ink","SAMSUNG 256 GB card","TopMate C5 Laptop Cooler pad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",2005,"Dust-Off Compressed Gas 2 pack","Syntech USB C to USB Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006",2006,"Dust-Off Compressed Gas 2 pack","Syntech USB C to USB Adapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007",2007,"YUNSONG 3pack 6ft Nylon Lightning Cable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008",2008,"SanDisk 128GB Ultra microSDXC card","Logitech M510 Wireless mouse","SanDisk Ultra 64GB card","Dust-Off Compressed Gas 2 pack","Apple Pencil","Syntech USB C to USB Adapter","Apple USB-C Charger cable","XPOWER A-2 Air Pump blower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
